memory_point,kind,likes,reason,author,created_at,text,url
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,上曰warm,01月29日 22:13,云熠久久，并肩同行，小星河一直陪在左右！,https://m.weibo.cn/detail/5260548770104324
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,暗痕残血,01月29日 22:13,#云熠星河# 不知道这一条有多少小星河可以看到。 现在他们两个人开始郝起来了，现在所发生的一切都是火起来所必经的一些路。 会不断有pph引战，可能会有不同的粉丝群体发起攻击，可能会出现很多动荡人心的言论，等等等等。 这些之前追的时候就已经见识很多了。 主要目的就是为了磨平大家对云熠的热情。当大家疲于应付这些的时候，他们的目的就达到了。之前追星的时候见识过很多的同担，因为这些事情离开。 人的热情都是有限的，当被这些反黑、空瓶、洗广场占据大部分时间和心情的时候，可能大家对于他们的喜欢就会被这些负面情绪所占据。 所以，请,https://m.weibo.cn/detail/5260548729471130
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:13,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260548678622558
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,暗痕残血,01月29日 22:13,#云熠星河#@云旗Yunqi @郝熠然 不知道这一条有多少小星河可以看到。 现在他们两个人开始郝起来了，现在所发生的一切都是火起来所必经的一些路。 会不断有pph引战，可能会有不同的粉丝群体发起攻击，可能会出现很多动荡人心的言论，等等等等。 这些之前追的时候就已经见识很多了。 主要目的就是为了磨平大家对云熠的热情。当大家疲于应付这些的时候，他们的目的就达到了。之前追星的时候见识过很多的同担，因为这些事情离开。 人的热情都是有限的，当被这些反黑、空瓶、洗广场占据大部分时间和心情的时候，可能大家对于他们的喜欢就会被这些,https://m.weibo.cn/detail/5260548633789927
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,金鱼木鱼baby,01月29日 22:12,#云熠星河#云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99,https://m.weibo.cn/detail/5260548528931563
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,Killmonger_SDJason,01月29日 22:11,#云熠星河# 不知道这一条有多少小星河可以看到。 现在他们两个人开始郝起来了，现在所发生的一切都是火起来所必经的一些路。 会不断有pph引战，可能会有不同的粉丝群体发起攻击，可能会出现很多动荡人心的言论，等等等等。 这些之前追的时候就已经见识很多了。 主要目的就是为了磨平大家对云熠的热情。当大家疲于应付这些的时候，他们的目的就达到了。之前追星的时候见识过很多的同担，因为这些事情离开。 人的热情都是有限的，当被这些反黑、空瓶、洗广场占据大部分时间和心情的时候，可能大家对于他们的喜欢就会被这些负面情绪所占据。 所以，请,https://m.weibo.cn/detail/5260548251845505
小星河与引力场守护,post,0,粉丝点评/关系记忆表达明确,樱子小姐的黑执事,01月29日 22:07,云熠星河超话 家产很棒 小星河一直陪伴你们 ​,https://m.weibo.cn/detail/5260547068791398
双向奔赴与爱意传递,post,0,粉丝点评/关系记忆表达明确,南浔鸭sweet,01月29日 22:05,#云熠星河#1. 云旗漫卷，熠然生辉，星河万顷皆为归2. 以云为契，以熠为光，星河万里共赴往3. 云熠相逢，星河入梦，双向奔赴皆成风 1. 云熠星河，双A并肩，锋芒与温柔皆耀眼2. 一云一熠，星河万里，彼此成就终可期3. 云熠执手，星河长明，人间至甜是真心1. 星河为名，爱意作引，守护云熠岁岁欣2. 小星河聚光，护云熠万丈3. 云熠不散场，星河永明亮,https://m.weibo.cn/detail/5260546786989127
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,云熠99不接受反驳,01月29日 22:02,#云熠星河# 1. 云熠星河，岁岁荣光，一路繁花相伴✨2. 愿云熠星河万丈，岁岁皆有新章3. 云起有光，熠耀星河，万事顺意，未来可期4. 星河万顷，熠光同行，岁岁安澜，事事圆1. 愿云熠沐风而行，星河映路，前路皆坦途，岁岁皆欢畅，所念皆成真2. 以云为翼，以熠为光，揽星河入怀，赴前路山海，愿万事胜意，岁岁长安3. 云熠昭昭，星河灿灿，愿时光温柔，岁岁相伴，前路漫漫亦灿灿1. 云熠星河，踏光而来，初心不改，未来皆精彩2. 星河万顷耀熠光，云程发轫皆坦荡，愿岁岁无忧，一路生花以“不拆”为诺，赴岁月之约！从荧幕羁绊走到现,https://m.weibo.cn/detail/5260545919815260
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,熠熠生辉星河永存,01月29日 21:59,#云熠星河#尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99 你俩别再看🧣了 出去玩会先演员云旗超话郝熠然超话,https://m.weibo.cn/detail/5260545273890441
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,静等花开满天,01月29日 21:49,云熠星河超话 🌌#云旗郝熠然# 从双人551w到单人千万到双人2223w，我们用时间、精力、金钱，把“云熠星河”这四个字，焊在了行业的成绩单上。现在，我们每一个人都是参与过上亿项目的人啦✨谢谢所有pp方的信任，谢谢每一个为他们奔赴而来的小星河冰旗凌小普洱们。我们的底气，都藏在这些一起拼过的数字里。未来的路还很长，让我们继续一起把云熠托得更高吧✨@云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5260542589537223
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,左灯右行0420,01月29日 21:47,#云熠星河#云熠星河超话 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散,https://m.weibo.cn/detail/5260542252943889
不拆承诺与1.4定海神针,post,0,粉丝点评/关系记忆表达明确,啾咪又又子,01月29日 21:47,云熠星河超话#云熠星河##云旗郝熠然# 尽管因为一个人的个人行为就污蔑整个团体抄袭并冒犯别人的广场尽管因为一个账号直播间的发言就再次污蔑整个团体并再次冒犯别人的广场但小星河们记住 对于恶意者的故意激怒行为 你忍不住反击 会掉入更大的陷阱 不知道是不是什么连环污蔑计呢专注自家 只洗咱们的广场就好了 不要去给那些人增加点击量了 遇到人格侮辱直接举报就好了最后 云熠99 你俩别再看🧣了 出去玩会先,https://m.weibo.cn/detail/5260542241670121
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,于茜71,01月29日 21:45,#云熠星河##云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散,https://m.weibo.cn/detail/5260541762214184
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,于茜71,01月29日 21:41,云熠星河超话#O网页链接# 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散,https://m.weibo.cn/detail/5260540609302203
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,Y_pyyy,01月29日 21:35,云熠星河超话 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散,https://m.weibo.cn/detail/5260539175634590
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,Oo小满是小满呀oO,01月29日 21:30,#云熠星河#郝熠然超话#云熠星河#郝熠然这天气，热得我怀疑人生。本想拍个星空照发朋友圈装文艺，结果抬头一看——满天繁星直接给我整不会了。手机拍出来全是“噪点”，连银河都像被P图过度的网红脸。好家伙，我这是在追星，还是在追“星”？说好的浪漫宇宙呢？怎么变成“电光火石”现场了。#星河入梦##小星河##生活手记,https://m.weibo.cn/detail/5260537857839091
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,高云卷旗映嘉辉,01月29日 21:26,云熠星河超话 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散！,https://m.weibo.cn/detail/5260536862477580
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,高云卷旗映嘉辉,01月29日 21:23,云熠星河超话 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散。,https://m.weibo.cn/detail/5260536237263713
星河宇宙与引力文案,post,0,粉丝点评/关系记忆表达明确,71-安,01月29日 21:19,#云熠星河#以下为10条适合分开发送的微博文案，风格多样，适用于正能量传播或热点话题引导，请根据具体主题调整使用：勇敢追光，温柔前行。生活总有裂缝，那是光照进来的地方。愿你步履不停，初心不改。平凡的日子里，藏着小确幸。一杯暖茶、一阵微风、一个微笑…细碎的美好，拼凑出生活的诗意。如果世界喧嚣，不妨静心倾听自己。在快节奏的时代，留白也是一种力量。每一份努力都在悄悄改变未来。不必急于结果，时间会回答成长。你今天走过的路，终将繁花满地。星空不负赶路人，时光不负有心人。那些看似不起波澜的日复一日，会在某天让你看到坚持的意义。,https://m.weibo.cn/detail/5260535195240101
同框默契与并肩感,post,0,粉丝点评/关系记忆表达明确,96南言,01月29日 21:18,云熠星河超话#O网页链接# 🌌#云熠星河#让让都让让我们不拆1.0来啦以“不拆”为诺，赴岁月之约！云旗@云旗Yunqi 郝熠然@郝熠然 从荧幕羁绊走到现实相伴，一句脱口而出的“不会拆”，是无需剧本的真心，是双向奔赴的笃定。没有刻意营业的套路，只有藏不住的默契；没有半途而废的敷衍，只有坚定不移的相守。小星河始终坚信，这份“不拆”的承诺，会伴着他们从并肩同行到星光万丈，我们也会陪着云熠，岁岁相依，永不离散,https://m.weibo.cn/detail/5260534813558816
