memory_point,kind,likes,reason,author,text,url
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,迪迪1728,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#一起来鉴赏纪云禾的各种“笑”同样是笑但迪丽热巴演出來每个笑都是拥有不同的情绪的笑令人甜到心坎里的甜笑，令人心疼的哭着笑，令人心寒的疯笑​​​预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频,https://m.weibo.cn/detail/5051100106857210
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,养生百科8,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴这个抬眸一眼万年预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051100102661132
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,真迪很好看,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#热巴和粉丝的双向奔赴预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051100102656025
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,badada丸子,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#安乐在[全力以赴]解百忧～希望我们都“任他清风明月，我自安康常乐乐乐乐乐乐” 预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051100099515653
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,真迪很好看,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#纪云禾你若能抉择来世的命运 愿你能够自由来去预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L们爱丽丝的微博视频 ​,https://m.weibo.cn/detail/5051100078538987
爱丽丝与热巴的双向奔赴,post,0,粉丝点评/记忆表达明确,迪迪1728,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴和爱丽丝一直都是双向奔赴预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051100070155776
白日提灯贺思慕/女鬼鬼王记忆,post,0,粉丝点评/记忆表达明确,Jiang恋迪,迪丽热巴超话#迪丽热巴贺思慕# dlrb #迪丽热巴慕胥辞# dlrb #迪丽热巴# 20240526「冠珠华珍」岩板2024新品发布会现场花絮待到春花烂漫时，我期待与你温柔邂逅迪丽热巴｜慕胥辞｜贺思慕@Dear-迪丽热巴 Lduoduoxixixi的微博视频 ​​​,https://m.weibo.cn/detail/5051100059407166
爱丽丝与热巴的双向奔赴,post,0,粉丝点评/记忆表达明确,真迪很好看,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴和爱丽丝一直都是双向奔赴预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051100049444726
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,酸奶疙瘩不吃鱼,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L冬日士多啤梨的微博视频,https://m.weibo.cn/detail/5051100048137984
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,卡酷巴-2,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#这个挥手手 太可爱了😍😍😍羡慕在场每一个亲眼看到宝贝的人预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴Llil-杨的微博视频 ​,https://m.weibo.cn/detail/5051099967131108
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,巴巴记得给我打电话,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L冬日士多啤梨的微博视频,https://m.weibo.cn/detail/5051099969487738
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,迪迪崽真可爱可爱可爱,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴纪云禾的每一场哭戏都是按当下剧情富有不同层次，不同情绪，笑着哭的，悲伤到极致的，泪水在眼框打转的，每一滴泪都令人共情。预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L林一撸秃的猫的微博视频 ​,https://m.weibo.cn/detail/5051099968700459
白日提灯贺思慕/女鬼鬼王记忆,post,0,粉丝点评/记忆表达明确,badada爱生活,#迪丽热巴聂九罗# dlrb #迪丽热巴枭起青壤# dlrb #迪丽热巴#时尚前沿雕塑家，睡衣富翁聂九罗@Dear-迪丽热巴 ，文能高雅艺术，武能辣手催枭，独居三合院，全能颜值高，你们让一让，我先结个婚。预约O枭起青壤 ​​​ 迪丽热巴 | 枭起青壤 | 利剑玫瑰|慕胥辞 |聂九罗 | 邓妍 | 贺思慕 | @Dear-迪丽热巴L枭起青壤官微的微博视频,https://m.weibo.cn/detail/5051099966865727
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,宇宙无敌可爱的巴宝,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴纪云禾的每一场哭戏都是按当下剧情富有不同层次，不同情绪，笑着哭的，悲伤到极致的，泪水在眼框打转的，每一滴泪都令人共情。预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L林一撸秃的猫的微博视频 ​,https://m.weibo.cn/detail/5051099964511308
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,闪耀的石榴花,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴纪云禾的每一场哭戏都是按当下剧情富有不同层次，不同情绪，笑着哭的，悲伤到极致的，泪水在眼框打转的，每一滴泪都令人共情。预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L林一撸秃的猫的微博视频 ​,https://m.weibo.cn/detail/5051099943802007
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,badada糖炒栗子,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L冬日士多啤梨的微博视频,https://m.weibo.cn/detail/5051099943281052
爱丽丝与热巴的双向奔赴,post,0,粉丝点评/记忆表达明确,夏日向日葵sun,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#真的好爱真诚的宝贝迪丽热巴和爱丽丝锁了互相陪伴一起成长一起进步预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099929119385
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,漫珊爱巴巴,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#好温婉的任安乐「在瓶底书汉隶仿前朝的飘逸就当我为遇见你伏笔」预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099929383395
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,夏日向日葵sun,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#没有人能逃过热巴的古装!看一眼就沦陷，演技好的美女谁能不爱啊预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099897662264
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,屿恃芸,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#未来很长，我们只会变得更强预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099889274239
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,Dear椿黛祎栀,迪丽热巴超话#迪丽热巴枭起青壤# dlrb#迪丽热巴聂九罗# “风吹幡动 是风动 还是幡动 风未动 幡亦未动 是我心动”@Dear-迪丽热巴 ​,https://m.weibo.cn/detail/5051099889271974
爱丽丝与热巴的双向奔赴,post,0,粉丝点评/记忆表达明确,漫珊爱巴巴,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#真的好爱真诚的宝贝迪丽热巴和爱丽丝锁了互相陪伴一起成长一起进步预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099887180168
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,开心巴嗒嗒,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#我们新疆的石榴花明媚又自信预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L九方阙的微博视频 ​,https://m.weibo.cn/detail/5051099884552321
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,夏日向日葵sun,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#浅浅的来看看我们几年前的如歌、凤九、七七、丽姬麻麻的打戏混剪预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099880623521
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,卡酷巴-2,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#没有人能逃过热巴的古装!看一眼就沦陷，演技好的美女谁能不爱啊预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099880621388
任安乐/帝梓元角色记忆,post,0,粉丝点评/记忆表达明确,聆枫序旧巷,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#每次下雪对帝梓元来说都是难熬的帝梓元（任安乐）每一次落泪都令人很心疼预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099876168764
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,badada糖炒栗子,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#纪云禾你若能抉择来世的命运 愿你能够自由来去预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L们爱丽丝的微博视频 ​,https://m.weibo.cn/detail/5051099797789845
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,虞闽豫,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#喜欢纪云禾甜甜的笑预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099797001563
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,迪迪卫李长歌,#迪丽热巴聂九罗# dlrb #迪丽热巴枭起青壤# dlrb #迪丽热巴#令人既难忘又心疼的美强惨阿兰若 预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L雪碧三分饱的微博视频 ​,https://m.weibo.cn/detail/5051099776814007
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,音鸢鸢,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#风情万种 民国美女 我的大小姐迪丽热巴预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099767376740
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,阿依嗚欸喔,迪丽热巴超话#超话星愿池##和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#我们凤九小殿下梨花带雨的三叩首哭戏，太虐心了😭😭😭预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频 ​,https://m.weibo.cn/detail/5051099743258755
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,聆枫序旧巷,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#打戏这方面还是得看我们任安乐寨主看谁敢动任安乐的人预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L《利剑·玫瑰》迪丽热巴金世佳正义出鞘 ​,https://m.weibo.cn/detail/5051099739062877
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,开心巴嗒嗒,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#热巴和粉丝的双向奔赴预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L404号便利店_的微博视频 ​,https://m.weibo.cn/detail/5051099734612032
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,badada爱生活,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#迪丽热巴纪云禾的每一场哭戏都是按当下剧情富有不同层次，不同情绪，笑着哭的，悲伤到极致的，泪水在眼框打转的，每一滴泪都令人共情。预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L林一撸秃的猫的微博视频 ​,https://m.weibo.cn/detail/5051099673527207
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,聆枫序旧巷,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#一起来鉴赏纪云禾的各种“笑”同样是笑但迪丽热巴演出來每个笑都是拥有不同的情绪的笑令人甜到心坎里的甜笑，令人心疼的哭着笑，令人心寒的疯笑​​​预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴L枭起青壤官微的微博视频,https://m.weibo.cn/detail/5051099641285937
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,Freesainl,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#这个挥手手 太可爱了😍😍😍羡慕在场每一个亲眼看到宝贝的人预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴Llil-杨的微博视频 ​,https://m.weibo.cn/detail/5051099639976403
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,Dear-辣辣巴,迪丽热巴超话#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L冬日士多啤梨的微博视频,https://m.weibo.cn/detail/5051099639974036
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,Freesainl,迪丽热巴超话#迪丽热巴邓妍# dlrb #迪丽热巴利剑玫瑰# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约利剑玫瑰O利剑·玫瑰迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L《利剑·玫瑰》迪丽热巴金世佳正义出鞘,https://m.weibo.cn/detail/5051099566840465
枭起青壤/聂九罗表演突破,post,0,粉丝点评/记忆表达明确,badada爱生活,#和迪丽热巴邂逅夏天# dlrb#夏日青春派对# dlrb #迪丽热巴#如果以后有风会吹动我的头发，我知道是你（纪云禾）来看我了——@Dear-迪丽热巴纪云禾的每一滴泪，每一个笑，我们会永远记得预约枭起青壤O枭起青壤迪丽热巴 | 枭起青壤 | 利剑玫瑰 | 开始推理吧 | 聂九罗 | 邓妍@Dear-迪丽热巴 L冬日士多啤梨的微博视频,https://m.weibo.cn/detail/5051099524897182
